139	23	36	37	37	28	18	34	30	36	31	34	32	23	33	1	2	16	6	30	12
140	15	2	5	24	39	23	1	33	4	28	37	16	28	39	7	9	38	28	11	1
141	21	20	11	4	16	18	33	1	16	33	24	23	37	20	24	24	36	35	9	37
142	26	10	38	5	5	22	38	8	30	6	24	2	35	24	7	1	32	33	35	26
143	3	38	18	16	3	24	30	19	30	30	4	2	19	8	35	4	12	36	32	16
144	25	15	10	9	9	29	27	34	23	17	26	1	22	13	4	34	16	39	7	27
145	15	10	19	2	32	16	7	31	21	4	5	35	14	20	20	21	16	28	29	22
146	1	13	21	24	30	34	28	37	37	29	1	12	32	4	38	27	15	16	4	38
147	7	9	19	2	20	15	26	22	11	6	12	37	17	17	32	20	36	25	28	36
148	28	17	9	30	29	39	13	14	25	7	9	19	25	7	29	30	16	29	22	27
149	38	13	18	34	18	18	24	29	16	27	16	23	34	10	36	32	26	17	23	22
150	17	22	16	39	13	14	21	22	8	36	24	30	10	34	18	17	39	34	8	4
151	4	6	8	12	22	28	37	14	10	34	35	35	30	12	35	14	17	23	19	31
152	12	4	7	38	25	28	32	19	17	17	33	30	6	8	30	17	20	35	22	31
153	39	26	12	14	34	9	17	27	30	6	8	38	30	18	6	11	19	11	22	29
154	19	25	1	28	31	2	38	35	15	15	24	35	17	6	23	26	10	5	33	12
155	26	37	32	4	28	34	18	35	10	3	37	13	36	3	9	13	17	38	22	23
156	4	30	23	36	34	38	21	12	17	30	30	12	21	30	13	35	36	35	5	17
157	18	22	26	9	12	22	12	10	9	29	27	19	24	1	2	33	7	21	33	17
158	36	16	3	14	33	20	3	34	27	35	6	37	7	24	29	22	23	11	35	22
159	14	9	24	12	13	4	22	10	4	10	15	16	39	23	7	38	26	14	11	11
160	3	28	7	9	33	4	1	28	1	29	4	4	39	16	9	24	26	1	12	16
161	8	20	16	3	1	7	14	19	15	37	23	6	3	23	18	10	13	7	24	14
162	19	36	19	18	26	12	34	5	26	26	21	16	26	37	18	32	1	12	26	32
163	35	2	7	17	17	2	27	39	28	37	34	14	34	36	32	36	13	12	3	24
164	38	27	2	35	23	24	16	13	36	27	29	5	32	9	24	36	5	28	17	15
165	17	32	31	39	30	30	29	17	34	24	29	34	35	19	35	37	23	39	12	6
166	17	33	39	8	13	22	9	26	11	29	17	30	20	16	19	24	4	38	6	38
167	8	1	2	13	38	16	5	9	12	16	14	27	29	33	31	13	26	12	28	1
168	18	20	30	13	12	27	36	8	22	39	23	12	8	14	36	4	26	29	24	34
169	17	32	25	13	6	3	13	6	21	14	29	35	20	24	1	27	4	10	38	30
170	16	20	30	4	9	31	16	23	33	25	32	12	27	39	6	15	7	31	39	20
171	33	14	22	19	2	36	12	10	34	4	15	17	1	23	26	21	8	8	8	16
172	24	12	19	1	2	13	34	14	12	4	38	15	2	14	16	39	9	14	8	1
173	17	25	6	1	38	13	7	22	4	30	7	3	7	11	12	2	35	24	32	2
174	2	29	39	30	32	27	21	18	11	15	32	12	14	13	28	35	14	18	15	26
175	14	10	34	26	14	27	33	36	35	32	19	23	25	12	14	16	30	16	31	23
176	36	25	24	35	10	11	2	29	9	30	14	2	27	1	14	30	13	31	28	5
177	23	21	38	27	6	36	25	4	28	29	6	8	37	34	7	1	39	5	27	25
178	3	12	37	24	4	26	25	30	7	38	31	29	8	16	31	30	19	5	33	37
179	4	5	6	13	25	29	35	1	11	17	13	23	34	1	7	25	4	33	22	7
180	34	11	13	28	9	26	3	28	1	10	39	26	8	22	14	26	6	17	27	4
181	4	13	21	32	20	32	22	9	10	35	22	7	16	37	19	2	4	1	7	7
182	16	26	13	4	20	6	28	16	33	26	11	9	29	25	31	24	32	15	32	2
183	1	4	26	31	7	21	34	4	6	6	28	4	27	7	23	16	35	27	7	19
184	5	9	8	7	11	6	5	7	22	6	13	11	4	3	20	10	13	14	38	33
185	9	28	34	32	3	4	18	36	14	12	20	10	3	14	2	30	20	27	4	33
186	14	3	29	10	14	3	9	7	18	15	33	30	17	34	4	3	5	28	4	24
187	39	33	31	12	36	12	16	23	15	5	22	17	36	32	13	12	34	15	18	18
188	23	22	13	4	27	6	22	34	9	21	25	9	8	14	7	5	24	7	2	19
189	23	17	32	23	18	13	25	3	4	17	13	33	36	35	34	8	19	1	35	3
190	17	10	9	20	18	7	27	17	10	33	2	8	11	24	23	6	11	19	31	18
191	16	24	5	4	38	31	24	31	39	14	15	32	12	34	18	37	33	33	18	4
192	27	38	3	32	37	15	3	27	32	27	32	22	37	30	6	38	13	24	16	36
193	1	12	14	29	19	27	6	29	17	12	33	30	39	9	39	9	5	11	20	39
194	1	2	22	33	11	22	16	22	16	19	39	12	1	16	36	8	37	3	32	9
195	36	25	25	34	1	17	4	5	20	18	17	35	22	29	28	22	23	5	29	7
196	28	17	10	5	20	37	10	15	30	22	26	25	39	19	31	4	27	26	34	20
197	29	37	34	12	39	11	16	34	1	38	4	37	37	28	16	10	8	1	36	8
198	31	3	6	22	13	18	28	5	35	5	32	26	10	6	5	26	23	34	34	25
199	30	20	10	34	6	2	6	34	15	22	37	9	11	8	1	13	8	12	39	18
200	35	8	38	37	18	21	12	3	34	8	15	9	10	4	36	24	4	10	14	29
201	7	9	38	17	25	9	1	36	36	29	17	16	10	24	5	27	28	28	24	27
202	14	1	3	36	5	13	4	26	37	7	3	18	13	14	16	17	11	37	21	38
203	11	23	11	10	4	27	11	37	32	23	35	38	17	6	11	8	24	4	23	13
204	12	32	29	33	28	16	12	36	17	6	23	10	18	21	21	8	38	14	16	30
205	1	22	15	23	25	39	18	33	14	26	34	37	7	23	27	2	22	13	31	30
206	23	18	2	3	2	35	33	15	27	32	5	17	30	16	25	39	38	8	25	3
207	26	21	2	37	6	12	31	9	23	24	5	6	23	39	39	33	4	17	32	21
208	11	17	39	26	15	32	35	25	16	7	10	39	21	38	14	23	20	7	12	30
209	7	33	9	11	14	36	10	9	9	12	35	39	2	9	32	28	21	31	18	21
210	11	8	25	25	16	20	37	4	11	34	33	12	10	22	2	9	29	4	4	8
211	12	19	15	27	35	33	32	20	33	1	29	8	21	20	22	4	9	23	29	23
212	24	29	33	3	15	15	10	23	35	37	26	29	2	11	8	29	34	38	36	23
213	37	8	21	4	23	13	39	25	36	25	5	22	7	8	30	25	21	31	23	23
214	21	37	28	35	18	28	29	23	34	27	39	8	12	38	29	36	34	15	7	22
215	30	24	3	9	35	29	30	17	37	21	15	1	37	26	1	25	31	31	26	9
216	13	20	29	16	35	15	28	1	33	11	7	26	1	39	4	21	21	25	1	8
217	26	20	25	29	30	10	15	11	27	11	26	33	2	5	14	37	1	21	18	31
218	19	22	20	34	17	13	29	35	27	4	5	7	10	3	23	9	12	1	38	3
219	27	14	22	8	29	18	33	36	35	3	13	29	34	14	20	25	9	18	38	38
220	34	14	6	5	39	31	4	4	12	13	39	15	32	12	20	35	1	14	2	25
221	5	33	14	33	26	22	28	18	3	32	20	34	13	7	33	15	17	36	3	17
222	15	21	35	34	39	20	33	23	38	38	7	26	12	16	6	10	31	29	20	26
223	13	10	2	9	14	11	8	24	31	9	34	27	8	13	7	20	9	33	23	24
224	22	25	31	35	3	12	17	2	32	34	34	13	24	28	22	24	19	22	13	12
225	13	20	31	9	35	36	31	36	7	2	24	3	12	33	39	35	39	35	23	31
226	3	7	25	11	31	27	6	30	4	8	9	20	1	29	21	8	21	20	14	32
227	27	32	37	4	28	34	30	22	33	12	20	4	15	25	11	16	16	21	13	14
228	32	14	26	12	31	31	9	14	12	29	4	13	12	25	15	9	37	30	25	39
229	30	4	8	31	4	2	9	8	35	7	14	17	9	35	1	27	2	13	9	6
230	33	39	22	29	5	5	3	7	27	13	21	33	1	1	36	25	8	7	35	12
231	13	22	4	2	35	1	10	14	12	28	28	33	15	25	3	23	17	38	19	36
232	15	13	30	15	21	19	27	22	4	26	26	29	29	2	30	23	9	12	22	3
233	23	36	19	1	27	37	29	26	31	26	3	23	15	11	9	12	2	18	27	3
234	35	20	34	11	8	38	24	6	29	24	4	11	25	12	3	26	27	27	5	29
235	14	14	33	23	21	39	36	4	31	25	39	1	4	4	15	22	19	24	39	32
236	2	31	15	4	36	12	28	17	24	17	3	12	6	33	5	18	14	13	6	26
237	30	17	10	5	21	11	20	16	34	11	12	36	4	27	38	25	6	1	4	27
238	39	38	28	33	13	26	27	37	38	17	26	26	33	21	24	2	22	22	16	16
239	39	4	20	12	13	27	30	11	25	21	28	11	24	25	29	21	21	30	37	36
240	32	12	30	39	13	19	14	21	39	18	7	33	9	36	14	3	34	6	5	13
241	7	14	32	35	19	32	30	1	21	16	9	24	27	19	5	15	4	2	19	20
242	16	36	11	25	22	8	10	10	29	5	25	2	8	25	15	37	11	36	14	29
243	4	5	5	3	32	11	30	26	36	28	20	35	32	14	4	10	37	6	35	38
244	31	39	5	2	8	31	34	10	16	10	38	33	17	7	18	15	3	10	24	38
245	6	19	31	2	3	22	39	36	38	36	39	4	23	24	19	17	6	19	2	22
246	13	33	3	19	33	14	3	21	16	31	16	39	19	1	5	24	20	14	38	8
247	2	15	8	3	37	10	35	28	3	9	28	15	28	20	11	33	14	27	32	15
248	13	6	1	21	9	12	29	17	26	17	13	37	25	1	8	24	10	36	1	20
249	6	12	37	21	20	17	36	26	26	24	21	33	21	16	18	27	36	37	20	27
250	9	22	10	35	2	6	10	17	28	5	9	23	32	21	19	15	18	14	29	14
251	27	13	23	9	1	6	7	27	35	36	34	33	19	30	24	8	11	30	13	30
252	16	17	15	31	19	29	9	11	25	3	34	8	8	26	1	6	7	23	30	28
253	9	3	9	29	27	9	13	37	18	26	35	30	12	18	2	37	3	8	31	25
254	8	15	14	18	33	39	36	31	8	15	29	2	1	17	37	8	33	6	12	14
255	19	18	3	7	27	35	4	25	3	9	20	7	23	8	22	18	12	19	6	3
256	33	24	34	26	16	22	4	12	37	25	16	3	12	23	37	20	30	28	35	31
257	7	16	31	39	21	24	16	24	10	25	17	14	4	33	27	29	30	36	10	35
258	7	32	1	12	36	2	25	21	4	26	34	33	1	20	21	12	34	27	8	22
259	5	20	38	22	14	12	20	5	10	24	13	3	34	5	24	33	17	10	9	1
260	13	30	38	8	33	38	35	10	18	28	19	38	28	8	18	12	15	6	11	38
261	35	38	21	2	20	35	33	13	23	17	29	18	32	10	3	20	27	8	4	24
262	34	37	36	16	38	18	4	17	6	20	1	20	4	28	3	14	39	12	29	28
263	2	24	24	37	31	28	3	12	13	15	29	32	4	25	10	35	35	23	14	4
264	6	35	32	33	25	29	22	4	15	1	16	19	31	36	6	22	30	2	34	37
265	36	17	17	4	10	29	23	21	30	34	7	27	36	22	19	26	24	32	18	17
266	2	3	3	35	29	1	14	31	5	8	26	35	38	26	8	31	3	37	39	26
267	18	25	25	4	26	38	39	27	1	34	14	25	14	32	36	10	26	13	35	26
268	1	15	11	21	20	8	8	8	36	10	24	33	17	13	36	31	4	7	33	36
269	27	22	27	20	39	14	11	37	15	28	28	19	31	16	22	20	4	20	18	16
270	6	34	31	30	17	1	27	16	13	12	9	14	4	25	24	32	28	33	38	38
271	29	30	32	17	32	22	12	26	31	28	28	16	23	11	17	31	20	15	36	4
272	24	9	31	16	5	32	13	20	13	3	5	2	25	1	38	24	20	38	14	37
273	1	31	6	6	34	28	24	25	20	23	32	24	24	3	5	6	38	3	38	3
274	37	31	38	8	7	14	25	17	4	1	33	32	13	7	29	3	15	27	24	33
275	11	3	20	36	33	1	16	36	3	38	33	12	23	20	1	35	9	31	31	35
276	7	14	8	38	27	34	38	13	10	6	23	14	3	19	4	3	11	27	37	23
277	4	29	17	33	8	7	29	15	22	17	6	13	25	37	34	39	3	4	31	37
278	37	10	12	19	6	36	21	18	14	8	28	28	2	25	32	22	20	10	15	26
279	6	2	23	25	20	1	38	9	22	8	26	31	35	1	38	9	5	3	22	8
280	29	12	3	12	24	19	6	26	24	34	23	15	33	1	33	15	1	1	27	26
281	17	25	27	11	12	30	16	29	3	10	35	38	1	19	33	21	2	7	6	38
282	24	8	19	32	36	32	29	1	12	6	4	30	39	16	1	20	2	31	34	7
283	2	2	32	37	22	1	29	31	34	2	24	20	15	9	1	33	31	32	31	29
284	18	21	13	33	23	34	1	27	32	22	6	14	22	35	29	34	1	2	19	37
285	3	6	4	20	22	19	35	38	20	16	14	13	11	25	31	3	8	11	5	2
286	3	17	36	9	18	15	31	25	31	39	27	6	33	15	28	5	13	37	24	21
287	2	26	21	39	12	16	17	27	22	39	22	19	9	24	24	11	21	7	11	19
288	8	31	24	4	33	37	32	6	5	38	33	32	34	5	22	37	37	12	38	2
289	38	24	38	22	12	35	34	39	22	11	12	29	23	7	38	39	26	16	8	15
290	15	29	15	17	37	19	39	26	20	30	28	12	18	13	19	14	19	23	26	19
291	16	21	18	6	36	31	21	21	30	24	23	1	27	36	23	4	3	10	25	12
292	27	15	27	32	20	1	24	32	24	39	2	15	27	13	29	29	29	25	29	14
293	3	9	5	6	27	13	28	4	27	16	18	29	5	19	23	36	8	17	12	14
294	37	28	13	8	3	11	13	18	32	13	28	13	8	1	9	14	36	12	4	11
295	32	27	19	5	34	19	23	39	19	31	7	30	13	18	4	29	13	39	14	1
296	32	15	32	9	37	13	20	8	22	9	1	12	30	14	31	1	21	18	39	36
297	4	22	38	31	9	13	33	6	16	9	26	24	2	22	29	8	2	6	34	12
298	9	11	26	1	16	13	22	39	17	22	26	14	30	2	4	11	2	13	6	8
299	35	28	30	4	3	19	9	25	16	2	25	11	9	32	26	26	24	21	28	24
300	11	26	12	13	33	15	30	6	7	26	38	5	30	30	28	9	17	29	34	28
301	15	29	5	26	28	39	15	5	29	11	37	33	39	34	1	26	18	3	13	26
302	2	12	11	1	35	36	36	33	34	11	22	39	33	35	39	30	5	18	19	24
303	30	9	27	26	15	28	12	6	20	22	11	26	17	28	31	39	37	20	17	18
304	21	1	27	38	4	6	11	15	8	3	8	13	37	13	4	36	37	9	21	15
305	20	34	39	32	1	16	39	30	3	5	19	4	36	11	10	15	12	37	26	24
306	24	30	37	16	22	3	13	16	19	7	2	5	1	3	9	3	27	11	11	14
307	3	37	15	20	14	36	31	21	39	1	15	32	12	11	21	12	23	10	26	24
308	25	23	16	10	36	26	28	18	24	24	18	30	4	25	39	2	15	27	16	14
309	18	26	31	30	12	10	38	7	7	35	11	9	3	28	12	6	16	10	20	13
310	7	10	7	33	11	36	5	39	32	29	29	2	2	24	29	18	27	32	11	31
311	10	33	28	9	7	14	36	28	24	31	31	29	24	19	21	9	35	39	16	32
312	37	28	7	9	1	4	5	3	10	12	5	30	8	19	33	39	5	20	29	23
313	13	2	20	19	15	6	21	9	30	22	33	10	6	9	29	21	37	26	17	15
314	39	33	31	20	12	28	11	3	23	11	17	14	24	15	7	31	35	17	21	33
315	7	14	19	17	1	36	21	35	29	4	25	20	29	32	19	1	3	5	2	37
316	12	20	21	5	19	32	6	2	37	12	35	4	1	7	9	13	38	36	8	14
317	4	5	19	9	22	37	27	23	18	26	35	8	4	28	16	19	33	10	14	7
318	36	24	30	28	17	19	9	19	39	22	7	30	27	26	18	18	35	14	22	35
319	13	27	20	2	28	12	10	18	28	8	3	30	11	8	4	7	33	32	38	25
320	31	11	26	33	32	15	20	33	13	1	15	27	31	32	33	36	2	38	33	2
321	10	17	21	14	30	29	11	9	28	12	35	38	1	13	20	23	25	2	25	32
322	26	18	10	34	25	36	14	30	19	18	17	7	6	20	2	4	35	24	15	28
323	25	34	37	37	25	34	10	20	13	8	21	37	10	29	23	28	28	34	37	26
324	29	18	24	39	12	37	28	21	13	39	15	14	22	23	7	5	17	21	25	16
325	9	37	4	30	34	37	26	18	16	3	15	1	24	23	5	10	6	37	5	31
326	36	27	6	15	1	22	26	29	35	32	3	15	29	33	24	31	15	1	10	5
327	38	24	18	1	19	26	32	31	17	16	31	38	18	16	24	29	16	39	13	36
328	36	15	18	3	38	11	35	3	31	18	8	17	3	35	4	5	24	8	33	8
329	28	34	32	1	20	19	15	11	5	24	9	26	6	19	39	14	7	15	4	15
